PC1,PC2,PC3,PC4,PC5,stress_level
0.5340553355809321,-0.8502068112056952,0.7464558252194887,-0.6316315021224167,-0.21434243301327094,1.0
5.408247777484033,1.2377474331739131,0.13570920733344735,0.303778261474161,0.8535209188047713,2.0
0.47595627088494025,-1.4785006878984677,-0.2029651933160468,-0.3956190580345898,-0.11392108111706765,1.0
4.507426921530377,1.2947596378616966,0.385568263031979,0.6481721458619133,0.16873192195055825,2.0
0.6649061104293962,1.426730491648236,1.1682736958953532,2.787152006259114,-0.36030269543547144,1.0
-2.761746765246583,0.49942128365216837,0.060953239279287204,0.12297376100548883,-0.3315523451320143,0.0
5.263569378526115,0.4616118802304913,-1.2813196151332968,0.7103497044651308,-0.019721811481913074,2.0
1.0780818877039238,-0.5356978039920997,1.3949957058256222,-0.6660690395598196,0.5467474150126217,1.0
5.193771294098419,0.20980985425851206,-1.00816698389658,0.7792345188698641,0.14146652341576127,2.0
-3.1486121335486303,1.1333582072918356,0.4181746404675019,-0.28731986004242993,0.28801653256763643,0.0
0.563616094753224,0.31292462557177725,-2.927960922862633,-2.280824268720869,2.003791192013308,2.0
-3.0579066537710946,0.34694728109602135,-0.224513994708466,-0.04492496485503673,-0.030709447723563044,0.0
1.239831634679372,-0.6195034466796714,1.128236304959441,-1.109967698533679,0.1350063986336281,1.0
-3.4160883375587843,0.6374103666943615,0.22152272316170263,0.4081937278856058,0.10581297132414907,0.0
-3.1643815230269,0.5215832020682896,-0.30042552745859097,-0.01949829629160855,0.16815766832471582,0.0
1.0255594131733075,-1.6362924359931745,0.31446355476396076,0.5557320393312574,0.6855923528705818,1.0
-3.441657640472996,1.0238903032592999,0.5379723916738146,-0.13786566123697366,-0.0818882156677076,0.0
-3.410639505246389,0.630388711938128,-0.2367170855602276,0.055106964034837884,0.5203754088551393,0.0
4.812978533261372,0.5040932923622007,-1.24108141322327,0.5151468896858307,-0.2821355022165956,2.0
0.5758153499705542,-1.3341765480663499,0.23931607956729262,-0.23477967347608458,0.39672395614858313,1.0
-3.0148575993083564,0.13331660196594763,-0.642134036693691,0.48752512518702074,0.22257086826305225,0.0
5.382653681275315,0.4712554268506896,-1.321297970129658,0.15649678799379976,0.9900373137712789,2.0
0.24966312196002152,-1.3002938344509922,0.39850491950688033,0.4487938607224164,-0.21048386850397893,1.0
-3.110044818075408,0.40496661337490064,-0.02903433772174201,0.4046421475666402,0.047656857498016354,0.0
1.766153450197655,2.6674621073636025,-0.29467998061006717,-3.79793968430614,0.5010812559699638,1.0
0.6483730139810227,-1.176181936444109,0.9339150991575061,0.16485977507101165,-0.4827703822078498,1.0
-3.2459003476066117,1.131669485285093,0.4356591285019094,-0.2781891202119603,0.008178504173163265,0.0
0.3477368694053498,-1.5107293360205702,-0.054169404155238784,-0.3745484005752186,0.09732608396340324,1.0
0.4726042788499518,-1.8957182964199355,-0.5179526029022049,0.1342894894763124,-0.318827021578024,1.0
-3.3271108457889356,1.1912088473789175,0.3940119807702585,-0.1848280918172253,0.09163737651596082,0.0
-3.072907509569137,0.6213611693854775,-0.09652130735896468,-0.1671561987484438,-0.46608147534731936,0.0
-3.2525921758025094,0.5424491780770149,-0.022541501503684214,0.4433162886740273,0.48757372033830915,0.0
-3.316558126127723,0.8912462510420086,0.6334174158164759,-0.22586367048456285,-0.20876121166849504,0.0
-3.575962404709622,0.7372528755364208,0.2168935548569954,0.44811415542664956,-0.01857206468003525,0.0
4.427695102480932,0.7660202571417409,-0.2226984268603441,0.4776785009956701,-0.9205443263262015,2.0
-3.254748061166331,0.33974220743966554,0.08698425416456375,0.4793506859139758,0.12286360050279449,0.0
5.073814288864133,1.0534460761888331,-1.1350014547092273,-0.19032434311053112,0.33844084517750134,2.0
-3.080898068565445,0.5647008854944284,-0.29254836142232654,-0.08815679686274931,0.4267104739685226,0.0
0.7528040432416668,-0.9601812335783094,0.7121769287614437,-0.7287231290896906,-0.5816956348644859,1.0
-3.2210224652099315,0.5543908771414907,-0.10376400810397012,0.4237133440532015,0.2027250123971342,0.0
-3.4174996070181707,0.24334586803760921,-0.547338591394203,0.6042099331009072,0.6147972530488381,0.0
1.0094389004937427,-1.1922291364439335,0.09180619961832565,0.14180368463777862,0.6439392036285573,1.0
-3.3292227784216797,0.9742416862069355,0.7363770503313936,0.22202868539008233,0.027115441829859352,0.0
5.542501077033187,1.0593721824011393,-0.6738649737426056,0.2698639482510582,0.3364300999060512,2.0
0.809968782176452,-0.6142977878965898,1.3446407505793343,-0.39046304511611857,-0.5599005483288032,1.0
0.48053897347642754,-1.565968798137415,-0.003275435647866296,-0.517208475782902,0.6089125982171195,1.0
0.6695064757269286,-1.4713009383198512,0.027582197324775033,-0.6115736345260029,-0.796236294932069,1.0
-3.2669864165962808,0.6205770693958997,0.15477249348432648,0.37635519500941994,-0.12018481758594207,0.0
-3.1291878735774885,0.318833133599326,-0.173126551706296,-0.012037425579467085,-0.025129227235274276,0.0
-3.225034654404711,1.098630629640346,0.42065515131145387,-0.25312476585180294,0.04356130637299504,0.0
-3.008019829351758,0.4145159338265018,0.22094373096393244,0.22467995877568722,-0.4080910264653068,0.0
-3.4718345675743367,0.15022850725967607,-0.6253981946708829,0.17133819690943838,0.2564082159823698,0.0
1.1763190111770638,-1.2130497767329969,0.8119340114090398,0.01144053050531925,0.5226357168758295,1.0
-3.22075304744844,1.116622851524035,0.39416773954752177,-0.2709916854441962,-0.08453129768340772,0.0
4.981846738001914,1.6479881230166162,1.199031048549727,0.8132681576553455,0.23333784178344208,2.0
0.1420392112558126,-0.9433859116342563,0.83209424517098,-0.07077478263514463,-0.3293996210370727,1.0
0.8143340567568431,-1.6159268789402814,0.19687588454887023,0.20623886533894328,0.5670334545405123,1.0
1.2101454963546086,2.047247137144805,0.3444208272037472,-1.766937835299956,-0.206483746470389,1.0
-3.645921512783705,0.5997609652164599,0.1814510982279634,0.08543966480048114,-0.1348734730828637,0.0
-3.0129248775933113,0.6088327986892016,0.10106029841546796,0.22310896791625254,-0.05747848607895725,0.0
-3.263464466769071,0.6996460866753509,0.19125615207776342,0.31558114783509217,0.42283185850786875,0.0
-3.445530333832584,0.16072525746833138,-0.49224206650713764,0.6501235185155467,0.37072686434536756,0.0
0.3708266540405892,-0.7144590603665487,0.2859790708737819,-1.1528137269862957,0.4062631499547616,1.0
-3.3445990359893005,0.1990044284096471,-0.5863027608315922,0.630788886084608,0.3162358031496689,0.0
